Samskrit Word,Samskrit_GenderTelugu,Telugu_Word,Telugu _Gender
maheSvara,puM,maheSvarudu,puM
mahiman,puM,goppawanamu^Esvaryamu,puM
makara,puM,makaramu^moVsali,puM
mala,puM,malamu,puM
man1,,,
man2,,,
manIRin,puM,buxXimaMwudu^vixvAMsudu,puM
RaRTa,napuM:puM,Aravaxi,napuM:puM
manmaya,puM,nAnuMci,puM
manoraWa,puM,manoraWaM,puM
manu,puM,manu^buxXi,puM
manuRya,puM,maniRi^manuRya_jAwi,puM
loka,napuM:puM,lokaM,napuM:puM
manwra,puM,maMwraM,puM
hIna,napuM:puM,hInamu^wakkuvEnaxi,napuM:puM
manxa,napuM:puM,maMxa^paSu_samUhamu,napuM:puM
marIci,puM,sUryudu^kiraNamu,puM
maraNa,napuM,maraNaM,napuM
maruw,puM,vAyuvu^gAli^,puM
marwya,puM,naSiMcunaxi^BUlokaM^mAnavudu,puM
maw,,nA^nAnuMdi,
mana,,manassu,
mawa,napuM:puM,mawaM^aBiprAyaM^sammawaM,napuM:puM
mawi,swrI,mawi^buxXi^icCa,swrI
mawwa,puM,maxamu^mawwu,puM
maxa,napuM:puM,maxamu^mawwu,napuM:puM
meXA,swrI,meXassu^XAraNA_Sakwi^buxXi,swrI
meXAvin,puM,meXAvi,puM
meru,puM,meru_parvawaM,puM
miSra,puM,miSraM,puM
miWyA,,miWya,
miwra,napuM:puM,sUryudu^miwrudu,napuM:puM
ari,puM,Sawruvu,puM
pakRa,napuM:puM,prakka^paxihenu_rojulu,napuM:puM
xroha,puM,xrohaM,puM
moGa,napuM,vyarWaM^nirarWakaM,napuM
ASa,napuM,Asa,napuM
moha,puM,mohaM,puM
jAla,napuM,jAlaM,napuM
samAvqwa,napuM:puM,cuttabadinaxi,napuM:puM
kalila,napuM:puM,aCexya^xattamEna,napuM:puM
mohana,puM:napuM,mohiMpa_ceyuvAdu,puM:napuM
mohinI,swrI,mohinI,swrI
mokRa,puM,mokRamu,puM
mq1,,,
mqga,puM,mqgaM,puM
mqgenxra,puM,mqgenxrudu,puM
mqwa,puM,mqwa^maraNaM^cAvu,puM
mqwyu,puM,mqwyuvu^yamudu,puM
saMsAra,puM,saMsAraM,puM
sAgara,puM,sAgaraM,puM
varwman,napuM,mArgaM^wrova,napuM
muKa,napuM,muKaM,napuM
muKya,napuM:puM,muKyaM,napuM:puM
muc1,,,
muc1 _Nic,,,
muh1,,,
muh1_Nic,,,
muhuH,,mAtimAtiki,
mukwa,napuM:puM,mukwi_noVxuta,napuM:puM
mumukRu,puM,mokRaM_korevAdu,puM
muni,puM,muni,puM
mux1,,,
nASa,puM,nASiMcu,puM
nASana,puM:napuM,nASanamu,puM:napuM
nAga,napuM:puM,nAga^pAmu^enugu,napuM:puM
nAman,napuM,peru,napuM
nAnA,,nAnA^viviXamEna^anekaM,
praharaNa,napuM,kottuta^AyuXaM,napuM
Akqwi,swrI,Akqwi^rUpaM,swrI
viXa,napuM:puM,viXamu,napuM:puM
nArI,swrI,nAri,swrI
nAraxa,puM,nAraxudu,puM
nAsA,,mukku,
aByanwara,napuM,maXyana^lopala,napuM
cArin,napuM:puM,AcariMcuvAdu^saMcariMcuvAdu,napuM:puM
agra,napuM:puM,moVxatixi^muKyamu,napuM:puM
nAyaka,puM,nAyakudu,puM
nERTikI,swrI,niRTa_kalavAdu,swrI
nERkarmya,napuM,kriya_hInawa^niRkAma_karmalu_ceyuta,napuM
nERkqwika,puM,,puM
nI1,,,
nIwi,swrI,nIwi,swrI
nO,swrI,nAva^oda,swrI
na,,kAxu^vaxxu,
ASriwa,,Asrayamu_poVMxinavAdu,
Aximaw,,praWamam^AraMBaM,
na-Axiwva,,,*
na-Baj1,,,
SASvawa,napuM,SASvawaM,napuM
vihiwa,napuM:puM,viXiMpabadinaxi,napuM:puM
Sakwa,napuM:puM,Sakwudu^samarWudu^prayojaku,napuM:puM
Sama,napuM:puM,Sanwi^mUgaBAvaM,napuM:puM
SraxxaXAna,napuM:puM,SraxXAyukwudu,napuM:puM
SuSrURu,napuM:puM,vinavalenani_korika_kalavAdu,napuM:puM
Suci,puM:swrI,svacCa^SuxXaM,puM:swrI
Xruva,puM,sWiraM^xqDaM^Xruvudu,puM
aBisanXa,,vaFcakudu^niMxakudu,
ahaMvAxin,,,*
ahafkAra,puM,ahaMkAraM,puM
anyA,swrI,BinnaM^veru,swrI
gAmin,,velYlYvAdu,
apekRa,,apekRa^korika^kAMkRa,
na-asUya1,,,
asUyu,,asUyAparudu,
na-ava_Ap1,,,
na-ava_IkR1,,,
na-ava_lok2,,,
mAniwA,,aBimAnaM_kalavAdu^pUjiMpabadinavAdu,
buxXi,swrI,buxXi,swrI
cApala,,capalawvaM,
cira,napuM,cira_kAlaM^cAlA_kAlaM6^pAwa,napuM
hEwuka,napuM:puM,hewuvAxi,napuM:puM
na-iR2,,,
na-jFA2,,,
na-kalmaRa,,kalmaRamu,
na-kq3,,,
buxXiwva,,buxXi^jFAnaM,
na-kuSala,,kuSalaM,
palAyana,napuM,pAripovuta,napuM
parimeyA,,koVluvaxaginaxi^parimiwa,
na-pra_Ap1,,,
prameya,,yaXArWa_viRayaM^prameyaM,
prawIkAra,puM,prawIkAraM^viroXaM,puM
priya,napuM:puM,priyaM,napuM:puM
rawi,swrI,AnanxaM^prema^Bakwi,swrI
saMSaya,puM,saMSayaM,puM
sammUDa,,mUrKawvaM^mUDawvaM,
sammoha,puM,ajFAnaM^mUrKawvaM,puM
sawkqwa,puM,pUjiwa^AwiWyaM,puM
sixXi,swrI,sixXi^saPalawvaMsaMpUrNaM,swrI
sqRtAnna,,,*
upakArin,puM,upakAri^upakAraM_ceyuvAdu,puM
uxvega,puM,uxvegaM,puM
vaSa,napuM:puM,vaSaM,napuM:puM
pUrvaka,,pUrvakaM,
na-vi_Baj1,,,
na-vi_jFA2,,,
na-vi_naS1,,,
vikampa,napuM:puM,caMcala^asWiraM^vaNukuta,napuM:puM
vixvas,puM,vixvAMsudu,puM
vyaBicAra,puM,viruxXa_AcaraNaM^ullaMGanaM,puM
vyaBicAriNI,swrI,vyaBicAriNi,swrI
wawwvArWavaw,,vAswavikaM^yaWArWaM,
xakRiNa,napuM:puM,xakRiNaM,napuM:puM
xroha,puM,xrohaM,puM
xveRtq,puM,xveRi,puM
yaSas,napuM,yaSassu,napuM
yaWAvaw,,yaWAviXaM^niyamAnusAraM,
na-yuj2,,,
naBas,napuM,AkASaM,napuM
spqS,,sparSa^wAkuta,
naRta,napuM:puM:swrI,naRtaM,napuM:puM:swrI
naS1,,,
naS1_Nic,,,
aBiRvafga,,aBiruci^awyAsakwi^sparSa,
nacirAw,,naciraM^kRaNikaM,
nakRawra,napuM,nakRawraM,napuM
nakula,puM,nakuludu^muMgisa^kulaM_lenivAdu,puM
nam1,,,
namaH,,namaskAraM^xaMdamu,
namas_kq3,,,
namasya,puM,pUjanIya^arcanIya^saparya,puM
narAXama,puM,narAXamudu,puM
narAXipa,puM,narAXipawi,puM
nara,puM,narudu,puM
aXama,,aXamudu,
vIra,napuM:puM,vIrudu,napuM:puM
pufgava,puM,puMgavudu^SreRtudu,puM
naraka,napuM:puM,narakaM,napuM:puM
nava,napuM:puM:swrI,nava^wommixi,napuM:puM:swrI
navan,,nava^wommixi,
xvAra,napuM,xvAra,napuM
naxI,swrI,naxi,swrI
vAwa,puM,vAyuvu^vAwa_xoRaM^vAwa,puM
ni-yuj2,,,
niHSreyasa,,niHSreyassu^Sreyassu_kAnixi,
niHspqha,puM,niHspqha^spqha_lekuMduta,puM
niRTA,swrI,niRTa,swrI
niSA,swrI,rAwri^pasupu,swrI
niScalA,swrI,niScalaM,swrI
niScaya,puM,niScayaM,puM
niSciwa,napuM:puM,niSciwaM^niScayiMpabadina,napuM:puM
niXAna,napuM,uMcuta^saMpaxa^niXi,napuM
niXana,napuM,niXanudu^xarixrudu^bIxavAdu,napuM
ni_banX1,,,
ni_buX2,,,
ni_car1,,,
ni_gam1,,,
ni_grah1,,,
ni_han1,,,
ni_miR1,,,
ni_rah1,,,
ni_ruX1,,,
ni_vas1,,,
ni_viS1_Nic,,,
ni_vqw*1,,,
ni_vqw1,,,
ni_yam1,,,
ni_yam3,,,
ni_yuj2,,,
nibanXa,puM,nibanXanaM,puM
nigraha,puM,nigrahaM,puM
nimiwwa,napuM,nimiwwaM^kAraNaM,napuM
mAwra,napuM:puM,mAwra,napuM:puM
ninx1,,,
nir-ASis,,nirASissu^ASIssulu_lekapovuta,
nir-ASraya,,nirASrayaM^ASrayaM_lekapovuta,
nir-AhAra,,nirAhAra^AhAraM_lekapovuta,
nir-agni,,niragni^agni_howraM_ceyanivAdu,
nir-ahafkAra,,nirahafkAri,
nir-guNa,,nirguNa^mUrKudu^paramAwma,
nir-malawva,,SuxXaM,*
nir-mama,,mamakAra_hInudu,
nir-vEra,,vEraM_lenixi,
nir-vikAra,,nirvikArudu^vikAramu_lenivAdu,
nir-xoRa,,nirxoRaM^nirxoRi^xoRaM_lekuMduta,
nir-xvanxva,,rAgaxveRamulu_lenivAdu,
nir-yoga-kRema,,,*
nir_IkR1,,,
nirguNawva,napuM,nirguNa^mUrKudu^paramAwma,napuM
nirmAna,,aBimAnaM_lekapovuta,*
nirmala,napuM:puM,nirmalaM^svacCaM^SuxXaM,napuM:puM
nirmama,napuM:puM,mamakAraM_lekapovuta,napuM:puM
nirvANa,,nirvANaM^mokRaM,
paramA,swrI,parama^muKya^SreRTa,swrI
nirvexa,puM,nirvexaM^nirASa^vErAgyaM,puM
nirxeSa,puM,nirxeSaM^AjFa,puM
nis-spqha,,nispqha^nirASa,
nis-wrEguNya,,anAsakwudu^wriguNamulu_lenivAdu,
nivAsa,napuM:puM,nivAsaM,napuM:puM
nivqwwi,swrI,nivqwwi^viramiMcuta^nivAraNamu,swrI
niwya,napuM:puM,niwyaM,napuM:puM
niwya-aBi_yuj2,,,
sawwvasWa,napuM:puM,sawwvaguNa_viSiRta^uwwama^SreRTa,napuM:puM
niwya-yuj2,,,
niwyaSaH,,niwyaM^saxA,
niwyavErin,napuM,niwyavEri,napuM
nixrA,swrI,nixra,swrI
Alasya,napuM,alasawvaM,napuM
pramAxa,puM,pramAxaM^xurGatana,puM
uwWa,napuM:puM,melukovataM^pEki_levatam,napuM:puM
niyama,puM,niyamaM^prawijFa^nigrahaM,puM
niyawa,napuM:puM,niSciwa^sWira,napuM:puM
AhAra,napuM:puM,AhAraM^apaharaNaM,napuM:puM
no,,kAxu^vaxxu,*
nq,puM,,puM
nq-loka,,,
nu,,kUda,*
nyAsa,napuM:puM,sWApiMcadaM^xAcataM,napuM:puM
nyAyya,puM,nyAyaM^uciwaM^sAmAnyaM,puM
oRaXI,swrI,ORaXaM,swrI
ofkAra,puM,ofkAraM,puM
ojas,napuM,Sakwi^balaM^prakASaM,napuM
om,,Om,
pAFcajanya,puM,pAFcajanyaM,puM
pANdava,napuM:napuM:puM,pANdava,napuM:napuM:puM
anIka,napuM:puM,sEnyaM,napuM:puM
pANdu,puM:swrI,pANdu_rAju,puM:swrI
puwra,puM,puwrudu,puM
pApa,napuM:puM,pApaM,napuM:puM
kqwwama,,CexiMpabadinaxi,*
pApman,puM,pApaM^aparAXaM^xuRta,puM
pArWa,puM,pArWudu^kuMwI_puwrudu,puM
pAruRya,napuM,nirxaya^kaToraM^paruRaM,napuM
pAvaka,napuM:puM,agni^sUryudu,napuM:puM
pAvana,puM:napuM,pAvanaM^paviwraM^paviwraM_ceyuta,puM:napuM
pAwra,napuM:puM,pAwra^vixyA_guNamu_kalavAdu,napuM:puM
pIdA,swrI,pIda^kaRtaM^vexana^karuNa,swrI
pONdra,puM,pONdra_xeSaM,puM
pOruRa,napuM:puM:swrI,pOruRaM^parAkramaM^puruRa_BAvaM,napuM:puM:swrI
pOrvaxehika,napuM,pUrvajanma_pApapuNyamulu,napuM
pOwra,puM,pOwrudu^manumadu^kodudu_koduku,puM
pU1_Nic,,,
pU2,,,
arha,puM,arhawa^waginavAdu,puM
pUjya,puM:swrI,pUjiMpaxaginaxi,puM:swrI
pUruRa,puM,puruRudu^maniRi^Awma,puM
pUrva,napuM:puM,wUrpu,napuM:puM
aByAsa,puM,aByAsaM^alavAtu,puM
pUrvam,,pUrvaM,
pUrvawara,puM,pUrvaM,puM
pUwa,napuM,SuxXaM_ceyuta^pUcuta^pUwa,napuM
pUwi,napuM:puM:swrI,xurgaMXaM,napuM:puM:swrI
paFcama,napuM:puM:swrI,paFcamaM^Exava,napuM:puM:swrI
paFcan,napuM,paFca^Exu,napuM
paNavAnaka,,paNavAnakaM,
gomuKa,,gomuKaM,
paNdiwa,napuM:puM,paMdiwudu^vixvAMsudu,napuM:puM
paWin,puM,mArgaM^xAri^wrova,puM
pac1,,,
pakRin,puM,pakRi^rekkalu_galaxi,puM
parA,swrI,,swrI
parNa,napuM,parNaM,napuM
para,napuM,para^iwara,napuM
param,,para^iwara^BinnaM,
paramA,swrI,muKya^SreRTaM^praXAnaM,swrI
paramAwman,puM,paramAwma,puM
parama,napuM:puM:swrI,muKya^SreRTaM^praXAnaM,napuM:puM:swrI
iRvAsa,puM,villu^Xanussu,puM
parameSvara,napuM:puM,parameSvarudu,napuM:puM
paramparA-pra_Ap1,,,
paranwapa,puM,SawrunASakudu,puM
parasparam,,parasparaM,
paraswAw,,waruvAwa^pimmata,
parawaH,,waruvAwa^pimmata,
parawara,napuM:puM,waruvAwa^pimmata,napuM:puM
pari-jFAwq,,jFAni^buxXimAn,
pariNAma,napuM,pariNAmaM^mArpu^parivarwanaM,napuM
pari_SuR1,,,
pari_ava_sWA1,,,
pari_cakR1,,,
pari_cinw1,,,
pari_kQw1,,,
pari_kliS2,,,
pari_mArg1,,,
pari_sam_Ap1,,,
pari_upa_As1,,,
pari_wyaj1,,,
pari_xah1,,,
pari_xiv1,,,
paricarya,,seva,
Awmaka,,svaBAva,
parigraha,puM,svIkariMcuta^cuttumuttuta,puM
paripanWin,puM,Sawruvu^ahiwudu,puM
paripraSna,puM,praSna^kuSala_praSna,puM
pariwrANa,napuM,saMrakRaNa,napuM
pariwyAga,puM,pariwyAgaM^wyAgamu_ceyuta,puM
parjanya,puM,uwpAxanaM^kaligiMcuta,puM
paryApwa,napuM,paryApwaM^samApwaM,napuM
paryuRiwa,puM,pAcipoyinaxi^bahukAlaM-uMcabadinaxi,puM
pavana,napuM:puM,vAyuvu^gAli^pavanaM,napuM:puM
paviwra,puM,paviwraM,puM
paw1,,,
paw1_Nic,,,
pawafga,puM,pakRi^sUryudu^pawafgaM,puM
pawra,napuM,pawraM^Aku^xaswAveju,napuM
paxa,napuM,adugu^sWAnaM^paxamu,napuM
paxma,,paxmaM^wAmara,
piwAmaha,puM:swrI,piwAmahudu^wAwa,puM:swrI
piwq,puM,piwq^waMdri,puM
vrawa,napuM:puM,vrawaM^niyamaM,napuM:puM
pqRTawaH,,venukanuMdi,
pqWak,,veru,
pqWakwva,napuM,veru,napuM
pqWivI,swrI,pqWivi^Bumi,swrI
pqWivIpawi,puM,rAju,puM
prAFjali,puM,aFjali,puM
prANAyAma,,prANAyAmaM,
prANa,puM,prANa_vAyuvu^prANaM^jIvaM,puM
apAna,,apAna_vAyuvu,
gawi,swrI,gawi^gamanaM,swrI
prANa-apAna-sam_Af_yuj2,,,
prANin,napuM:puM,prANi,napuM:puM
prAXAnya,napuM,prAXAnyaM^muKyaM,napuM
prAk,,wUrpu^muMxara^pUrvamu,
prAkqwa,puM:swrI,sAmAnya^sAXAraNa^prAkqwa_BARa,puM:swrI
prIwa,puM:swrI,prIwi,puM:swrI
prIwi,swrI,prIwi,swrI
prIyamANa,puM,,puM
praBA,swrI,praBa^veVlugu^wejassu,swrI
praBava,puM,puttunaxi,puM
praBaviRNu,napuM:puM,,napuM:puM
praBu,puM:swrI,praBuvu^rAju^aXipawi^svAmi,puM:swrI
praC1,,,
praNava,puM,praNavAkAraM^oMkAraM,puM
praNaya,puM,praNayaM^vivAhaM^snehaM^prema,puM
praNipAwa,puM,praNAmaM^namaskAraM6aBivAxanaM,puM
praSAnwa,puM,praSAnwawa,puM
praSaswa,napuM,SreRTa^praSaMsanIyaM,napuM
praWiwa,napuM:puM:swrI,praKyAwi^prasixXi,napuM:puM:swrI
pra_Af_raB1,,,
pra_Ap1,,,
pra_Ap2,,,
pra_BAR1,,,
pra_BU1,,,
pra_Nam1,,,
pra_XmA1,,,
pra_arWa1,,,
pra_brU1,,,
pra_hA2,,,
pra_han1,,,
pra_has1,,,
pra_hqR1,,,
pra_i1,,,
pra_jFA2,,,
pra_kAS1_Nic,,,
pra_lI1,,,
pra_lap1,,,
pra_muc1,,,
pra_naS1,,,
pra_nam1,,,
pra_ni_XA1,,,
pra_pax1,,,
pra_sU1,,,
pra_sU2,,,
pra_sWA1,,,
pra_sac2,,,
pra_sax1,,,
pra_sax1_Nic,,,
pra_siX3,,,
pra_sq1,,,
pra_u1,,,
pra_vac1,,,
pra_vax1,,,
pra_viS1,,,
pra_vi_Baj1,,,
pra_vi_lI1,,,
pra_vqX1,,,
pra_vqw1,,,
pra_vyaW1,,,
pra_wap1,,,
pra_xIp1,,,
pra_xiS1,,,
pra_xqS1,,,
pra_xuR1,,,
pra_xviR1,,,
pra_yA1,,,
pra_yam2,,,
pra_yuj2,,,
prahlAxa,puM,prahlAxudu,puM
prajA,swrI,prajalu,swrI
prajA-pawi,,prajApawi^rAju,
prajApawi,puM,prajApawi^rAju,puM
prajFA,swrI,prajFa^buxXi,swrI
prajana,puM,uwpAxanaM^cUlu^garBamu,puM
prakASa,napuM:puM,prakASaM,napuM:puM
prakASaka,puM:napuM,prakASakudu^veVlugu_iccuvAdu,puM:napuM
prakIrwi,swrI,kIrwi^prasixXi^yaSassu,swrI
prakqwi-ja,,prakqwi_sixXaM,
prakqwi-sWa,,svABAvikaM^sahajaM,
samBava,puM,saMBavaM^uxBavaM,puM
pralIna,puM,naRtamEnaxi^cewanamu_lenixi,puM
pralaya,puM,pralYyaM,puM
pramAWin,napuM,pIdiMcuvAdu,napuM
pramAxa,puM,pramAxaM,puM
pramuKa,napuM,pramuKudu^muKyaM^SreRTaM,napuM
prapaSyaw,,buxXi^jFAnaM,*
prapiwAmaha,puM,muwwAwa,puM
prasAxa,puM,prasAxaM^anugrahaM^nEvexyaM,puM
prasaBa,napuM,balAwkAraM^hiMsa,napuM
prasafga,puM,prasafgaM^saMxarBaM,puM
prasanna,napuM:puM,prasannaM^nirmalaM,napuM:puM
pravqwwa,napuM:puM,prAraMBiMpabadinaxi^niScayiMpabadinaxi,napuM:puM
pravqwwi,swrI,AraMBaM^svaBAvaM,swrI
pravyaWiwa,,pIdimMpabadinavAdu,
anwar,,lopala^naduma,
prawApa,,prawApaM^wejassu^vedi,
prawi,,samAnaM^mAru,
upakAra,puM,upakAraM^melu,puM
prawiRTA,swrI,prawiRTa^gOravamu,swrI
prawiRTiwA,swrI,prawiRTiMpabadinaxi^sWiramEnaxi,swrI
prawiRTiwa,napuM:puM,prawiRTiMpabadinaxi^sWiramEnaxi,napuM:puM
prawi_jFA2,,,
prawi_pax1,,,
prawi_sWA1_Nic,,,
prawi_yuXa1,,,
prawyakRa,napuM:puM,prawyakRaM^kanipiMcunaxi^kalYlYa_eVxuru,napuM:puM
avagama,,samIpiMcu^welusukonuta,
prawyanIka,,Sawruvu^viroXi,
prawyavAya,puM,avaroXaM^pApaM^kRINiMcuta,puM
prayANa,napuM,prayANaM,napuM
prayAwa,puM,canipovuta^velYlYipovuta^AkramiMcuta,puM
prayawa,,jiweMxrudu^Xarmikudu,
prayawna,puM,prayawnaM,puM
prewa,puM,maraNiMcinavAdu^piSAcamu,puM
priyA,swrI,priya^priyurAlu,swrI
priya,napuM:puM,priya^priyurAlu,napuM:puM
cikIrRu,puM,ceyavaleVnani_icca_kalavAdu,puM
kqwwama,,mukkalu_ceyataM,
priya-wara,,aXika_prema,
puNya,napuM,puNyaM,napuM
puR3,,,
puRkalA,swrI,puRkalaM^aXikaM^SreRTaM^saMqxXaM,swrI
puRpa,napuM,puRpaM^pUvu^kusumaM,napuM
puRpiwA,swrI,pUcinaxi^wIga^vqkRaM,swrI
pumaw,puM,,puM
pums,,,*
punaH,,punaH^malYlYi,
punarAvarwin,puM,malYlYi_janmiMcuvAdu,puM
punarjanman,napuM,xvijanma^punarjanma^malYlYi_puttuta,napuM
purA,,pUrvaM^pUrva_kAlaM,
purANI,swrI,puramulu^nagaramulu,swrI
purANa,puM:napuM,purANaM^purAwana^prAcIna,puM:napuM
purAwana,puM:napuM,purAwanaM,puM:napuM
pura,napuM,puramu^nagaramu,napuM
puraswAw,,muMxu^wUrpu^eVxuta^gawa_kAlaM,
puroXas,puM,purohiwudu,puM
puruRa,puM,puruRudu,puM
vyAGra,puM,vyAGramu^puli,puM
puruRarRaBa,puM,SreRTa_puruRudu,puM
puruRowwama,puM,puruRowwamudu,puM
purujiw,puM,purujiwwudu,puM
puwra,puM,puwrudu,puM
gqha,napuM,gqhaM^illu,napuM
xAra,puM,Barya,puM
q1,,,
qRi,puM,qRi,puM
qX1,,,
qk,swrI,swuwi^praSaMsa^pUja^qigvexa,swrI
qwa,,pUjiMpabadunaxi^sawyamu,
qwe,,pUjiMpabadunaxi^sawyamu,
qwu,puM,qwuvu,puM
rAgAwmaka,napuM,rAgAwmakaM^anurAgaM_kaliginaxi,napuM
xveRa,napuM,xveRaM,napuM
rAga,puM,rAgamu^anurAgamu,puM
viyukwa,puM,veruceyabadina,puM
rAgin,puM,anurakwudu^rAgamu_kalavAdu,puM
rAjan,puM,rAju,puM
guhya,napuM:puM:swrI,gupwamu^rahasyaM,napuM:puM:swrI
rAjasI,swrI,rajoguNa_saMbaMXinI,swrI
rAjasa,napuM:puM,rajoguNa_saMbaMXiwa^rAju_saMbaMXiwa^wejassu,napuM:puM
rAjya,napuM,rAjyaM,napuM
rAkRasI,swrI,rAkRasi,swrI
rAma,puM,SrI_rAmudu^priyaM^manoharaM^AnaMxapraxa,puM
rAwri,swrI,rAwri,swrI
rUpa,napuM,rUpaM,napuM
raNa,napuM:puM,raNaM^yuxXaM^saMgrAmaM^samaraM,napuM:puM
samuxyama,puM,pEki_leputa^samAraMBaM,puM
raWa,puM,raWaM,puM
upasWa,napuM:puM,maXya_Bagamu,napuM:puM
rahas,napuM,ekAMwamu,napuM
rahasya,napuM:puM,rahasyaM,napuM:puM
rakRas,napuM,rAkRasudu,napuM
ram1,,,
rasAwmaka,napuM:puM,rasAwmakaM^sAravaMwaM,napuM:puM
rasa,puM,sAraM,puM
varja,,vidupu^vaxuluta,
rasana,napuM,nAluka^ruci,napuM
rasya,napuM:puM,sAravaMwaM^rucikaraM,napuM:puM
ravi,puM,sUryudu,puM
rawa,napuM:puM,prasannaM^anurAgaM,napuM:puM
ripu,puM,Sawruvu,puM
roma,,romamu^veVtruka,
harRaNa,,harRaM,
roman,napuM,romamu^veVtruka,napuM
harRaNa,,harRaM,
ruX1,,,
ruXira-pra_xih1,,,
ruxra,napuM:puM,ruxra^BayAnaka^Bayafkara,napuM:puM
sAXarmya,napuM,samAnawa,napuM
sAXu,napuM:puM,uwwamaM^SreRTaM,napuM:puM
sAXya,puM,sAXyaM^ceyaxaginaxi,puM
sAfKya,napuM:puM,safKyA_saMbaMxiwa^sAfKya_xarSanaM,napuM:puM
sAgara,puM,sAgaraM^samuxraM,puM
sAkRAw,,sAkRAwwu^eVxuta^kalYlYamuMxunnaxi,
sAkRin,puM,sAkRi^cUcinavAdu,puM
sAmAsika,napuM:puM,samAsa_saMbaMXa^sAmUhika,napuM:puM
sAman,napuM,saMwoRaM_kaligiMcunaxi^sAmavexaM,napuM
sAmarWya,napuM,sAmarWyaM,napuM
sAmavexa,puM,sAmavexaM,puM
sAmya,napuM,samAnaM^samawvaM,napuM
sAwwvikI,swrI,sawva_guNaM_kalaxi,swrI
sAwwvika,puM,sawva_guNaM_kalavAdu,puM
sAwyaki,puM,sAwyaki,puM
sEnya,puM,sEnyaM,puM
sOBaxra,puM,sOBaxrudu^suBaxruni_koduku,puM
sOkRmya,napuM,sUkRmamu,napuM
sOmaxawwi,puM,sOmaxawwudu,puM
sOmya,napuM:puM,sOmya^mqxuwvaM^suMxaraM^SuBaM^,napuM:puM
vapus,napuM,SarIraM^xehaM,napuM
sOmyawva,napuM,sOmyawa,napuM
sU2,,,
sUkRmawva,napuM,sUkRmawvaM,napuM
sUrya,puM,sUryudu,puM
sahasra,napuM,sahasraM^veyi,napuM
sUwa,puM,sAraWi^sUwudu,puM
sUwra,napuM,sUwramu^xAramu^safkRipwa_viXi,napuM
sWA1,,,
sWA1_Nic,,,
sWANu,vi:puM,XqDa^sWira,vi:puM
sWAna,napuM,sWAnaM^sWiwi^nivAsaM,napuM
sWAvara,napuM:puM,sWAvaraM^kaxalanixi,napuM:puM
jafgama,puM,jIviwa^wirugunaxi,puM
sWErya,napuM,sWEryaM^XqDawvaM^sWirawvaM,napuM
sWirA,swrI,sWiraM,swrI
sWira,puM,sWiraM,puM
sWiwi,swrI,parisWiwi^sWiwi,swrI
sa,,,
Sara,napuM:puM,,napuM:puM
sa-aXi-BUwa-aXi-xEva,,,
sa-aXi-yajFa,,,
sa-ahafkAra,,,
sa-cewas,,,
sa-gaxgaxa,,,
sa-vijFAna,,,
sa-vikAra,,,
sa-xoRa,,,
saFjanayaw,,,*
saFjaya,puM,peru,puM
saKa,puM,miwrudu^sakudu,puM
saKi,puM,saKi^celiya,puM
saMSaya,puM,saMSayaM^saMxehaM,puM
saMSiwa,napuM:puM,wejassu^wIkRNaM,napuM:puM
vrawa,napuM:puM,vrawaM^prawijFA^niyamaM,napuM:puM
saMSuxXa,napuM:puM,SuxXi_ceyuta,napuM:puM
saMsAra,puM,saMsAraM^mArgaM^lOkika_jIviwaM,puM
saMsixXi,swrI,pUrNamu^svaBAvamu,swrI
saMsparSa,,cakkani_sparSa,
saMvAxa,puM,saMvAxaM^carca,puM
saMyama,puM,niyaMwraNa,puM
saMyamin,puM,niyaMwriMcuvAdu,puM
saMyawa,napuM:puM,kattabadinaxi^baMXiMpabadinaxi,napuM:puM
sac2,,,
sacarAcara,,prapaMcaM,
safGAwa,puM,samuxAyaM^samUhamu,puM
safKya,napuM,safKya^aMkeV,napuM
safga,puM,safgaM^sahavAsaM^kUduta,puM
rahiwa,napuM:puM,rahiwa^viduvabadinaxi,napuM:puM
varjiwa,napuM:puM,wyakwa,napuM:puM
vivarjiwa,napuM:puM,wyakwa,napuM:puM
safgrAma,puM,safgrAmaM^yuxXaM^kalahaM^poru,puM
safgraha,puM,safgraha^safkRipwa^sekariMcu,puM
safkara,puM,safkara_jAwi^kUdika,puM
saha,,orpu_unnavAdu^sahiwamu^Sakwi^sAmarWyaM,
saha1,,,
sahaja,puM,sahajaM,puM
sahasA,,akasmAwwu^balavaMwaMgA,
sahasra,napuM,sahasraM^veyi,napuM
yuga,napuM,yugaM,napuM
paryanwa,napuM:puM,paryaMwaM^varaku,napuM:puM
sahasraSaH,,veyi^sahasraM,
sahasrakqwvas,napuM:puM,,napuM:puM
sahaxeva,napuM:puM,sahadevudu,napuM:puM
sakwa,napuM:puM,Asakwudu^vyasanaparudu,napuM:puM
samA-hq1,,,
samAXi,puM,samAXi^ekAgrawa^wapassu,puM
samAramBa,puM,AramBaM,puM
samAsa,puM,samAsaM,puM
samBava,puM,saMBavaM^puttuka,puM
sam_Af_XA1,,,
sam_Af_car1,,,
sam_Af_gam1,,,
sam_Ap1,,,
sam_BU1,,,
sam_BU1_Nic,,,
sam_IkR1,,,
sam_Sri1,,,
sam_aXi_gam1,,,
sam_ava_sWA1,,,
sam_awi_i1,,,
sam_hq1,,,
sam_jan3,,,
sam_ji1,,,
sam_ni_as1,,,
